id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
19296,A,B,B,A,A,A,A,A,B,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,A,B,D,D,A,A,B,G,H,D,D,C,E,C,D,T,L,L,A,A,G,E,H,L,K,BI,CO,A,AS,S,A,P,HV,0.333085,0.620805,0.298977,0.796346,0.696981,0.566694,0.37434,0.7808,0.43318,0.52775,0.4922,0.500382,0.717751,0.712544,4747.09
19297,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,E,E,H,G,B,R,EL,A,AI,AK,F,K,DK,0.435531,0.620805,0.506105,0.215482,0.281143,0.340845,0.347485,0.3128,0.39849,0.41743,0.314313,0.308395,0.351299,0.339168,912.93
19301,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,F,D,T,I,A,A,A,G,G,G,J,J,CL,EM,C,AH,Y,C,M,HK,0.000016,0.862654,0.762059,0.809278,0.551723,0.012683,0.069503,0.92176,0.00008,0,0.757468,0.74464,0.000228,0.233119,1447.81
19306,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,L,I,A,A,F,E,E,J,E,BI,CL,C,X,H,A,N,GS,0.503312,0.737068,0.844219,0.284048,0.38056,0.818231,0.898035,0.53046,0.573,0.6852,0.678924,0.665644,0.706822,0.56247,6169.66
19307,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,L,I,A,A,D,F,I,K,K,BI,CL,A,C,BN,A,O,EC,0.276672,0.785784,0.944251,0.432728,0.960658,0.421334,0.478328,0.56011,0.31039,0.42284,0.453334,0.443374,0.611431,0.772025,1437.26
19309,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,D,B,A,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,G,F,F,J,E,BI,CL,A,AH,AN,E,N,HK,0.455585,0.737068,0.728827,0.229617,0.281143,0.679813,0.787006,0.38318,0.41471,0.58796,0.718299,0.714544,0.611431,0.245364,1616.12
19311,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,B,A,A,A,G,H,F,E,B,BI,CO,C,O,Q,C,J,HQ,0.627986,0.785784,0.819748,0.827485,0.281143,0.575336,0.492874,0.55421,0.66576,0.63026,0.776962,0.798279,0.354344,0.488486,1095.76
19313,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,C,A,P,M,D,A,A,E,F,H,F,B,BI,CS,A,U,AE,E,K,DJ,0.54667,0.681761,0.728827,0.373816,0.422268,0.364464,0.401162,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.303296,1700.13
19315,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,D,B,A,B,D,B,A,A,A,G,H,D,D,C,E,G,D,T,I,C,A,A,L,G,E,I,K,BI,CS,A,AP,AD,C,Q,MJ,0.861574,0.737068,0.440642,0.821574,0.372405,0.924754,0.867038,0.80438,0.81945,0.80914,0.951649,0.946432,0.870644,0.359486,1417.35
19316,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,E,E,H,F,B,BI,CS,A,AV,AE,C,K,DJ,0.503312,0.555782,0.527991,0.373816,0.310061,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.30416,2785.54
19318,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,A,A,A,A,D,E,J,H,B,AB,EB,A,AF,X,C,L,CU,0.287238,0.422197,0.506105,0.944513,0.863,0.234535,0.271323,0.64027,0.31763,0.2123,0.217678,0.230661,0.307181,0.212102,727.26
19319,A,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,A,A,D,D,D,E,C,A,P,L,O,A,B,G,H,F,G,D,BI,BT,C,AR,AG,A,L,HK,0.444104,0.555782,0.844219,0.208655,0.288217,0.500353,0.695463,0.31796,0.5042,0.34928,0.812519,0.800726,0.336261,0.41487,11103.44
19320,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,D,C,D,C,A,A,A,A,A,D,D,C,E,C,D,T,H,C,A,B,H,E,G,K,K,BI,EB,A,K,Y,A,Q,GE,0.536592,0.555782,0.215772,0.50382,0.534484,0.704119,0.492874,0.55421,0.53565,0.56081,0.480509,0.481306,0.789182,0.362749,607.88
19324,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,F,J,G,B,BI,DM,A,AH,AF,C,K,CK,0.325401,0.827585,0.777587,0.222469,0.456483,0.22702,0.310578,0.25461,0.38249,0.35434,0.26014,0.26476,0.298734,0.232916,925.16
19325,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,D,B,C,D,A,C,T,L,G,A,D,I,E,G,J,G,BU,BC,A,S,S,A,O,LC,0.7263,0.555782,0.174588,0.844287,0.310061,0.732651,0.443516,0.3026,0.67135,0.82249,0.588753,0.576121,0.806381,0.678677,3903.78
19327,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,C,C,E,E,D,T,F,A,A,C,G,E,H,J,K,BI,CL,A,AK,BC,A,O,HJ,0.470002,0.488789,0.230975,0.815505,0.281143,0.487419,0.41943,0.61229,0.5105,0.43373,0.396226,0.387819,0.633362,0.464045,1368.54
19329,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,B,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,G,D,T,G,A,A,A,K,F,F,H,K,BI,EG,E,J,L,A,O,LM,0.838708,0.199504,0.230975,0.705434,0.281143,0.806033,0.684037,0.24564,0.81945,0.79863,0.757468,0.74464,0.80006,0.387601,3506.4
19334,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,G,G,A,A,G,E,H,J,K,BI,CS,A,J,L,A,O,HJ,0.470002,0.681761,0.230975,0.652072,0.372405,0.537037,0.517789,0.93875,0.5105,0.43373,0.396226,0.387819,0.633362,0.384526,2141.13
19336,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,B,A,A,C,E,E,H,G,B,BI,CL,A,N,BJ,A,L,DP,0.435531,0.737068,0.506105,0.267727,0.937553,0.375429,0.388545,0.41182,0.42289,0.45017,0.341813,0.335036,0.382252,0.603628,1166.26
19337,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,B,D,C,B,D,B,B,B,A,A,A,B,H,E,D,D,E,C,A,P,F,A,A,B,E,E,H,G,B,R,CM,A,AF,AK,E,K,DK,0.435531,0.488789,0.484196,0.215482,0.281143,0.340845,0.355246,0.3128,0.39849,0.41743,0.310961,0.305148,0.351299,0.211291,1805.95
19340,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,G,C,A,A,G,G,F,F,B,BI,EB,A,AR,M,A,J,HK,0.585115,0.488789,0.57136,0.554673,0.594196,0.502705,0.473897,0.43518,0.66201,0.58257,0.644013,0.630853,0.354344,0.421593,1477.13
19341,A,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,D,B,D,B,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,C,A,A,F,H,G,F,D,BI,BT,A,U,A,F,J,HB,0.477231,0.422197,0.80643,0.208655,0.281143,0.432555,0.67025,0.26847,0.41471,0.47779,0.711942,0.698722,0.30435,0.297767,2476.51
19343,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,L,D,A,A,F,F,I,J,K,BI,U,A,K,BM,A,O,GS,0.40726,0.199504,0.61366,0.383428,0.594196,0.436312,0.44376,0.6984,0.39447,0.43919,0.430255,0.519456,0.605077,0.360832,635.55
19344,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,B,B,A,C,B,D,B,D,A,A,B,A,D,D,C,E,A,C,T,I,A,A,A,K,G,E,H,G,BI,CR,C,AN,S,F,O,MD,0.901249,0.681761,0.506105,0.83884,0.281143,0.8629,0.605751,0.83275,0.91644,0.81923,0.902989,0.935432,0.828258,0.283534,2122.83
19345,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,G,D,T,H,A,A,A,K,F,F,H,K,BI,EG,C,E,L,A,O,LN,0.838708,0.422197,0.26357,0.761209,0.281143,0.812029,0.773037,0.24564,0.81945,0.80218,0.784967,0.772574,0.806381,0.798034,855.59
19346,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,G,D,T,I,A,A,A,K,F,F,I,K,BI,EG,C,AV,L,I,P,LN,0.838708,0.299102,0.230975,0.761209,0.288217,0.841607,0.791456,0.31796,0.81945,0.79863,0.757468,0.74464,0.841131,0.304579,4757.65
19349,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,D,B,B,B,A,A,A,A,A,D,B,C,E,C,A,D,H,A,A,A,H,F,G,E,H,AB,EB,C,AS,X,E,H,IC,0.390575,0.358319,0.162313,0.927473,0.281143,0.38096,0.313545,0.26847,0.28922,0.52775,0.415029,0.40609,0.213045,0.729449,746.28
19350,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,D,A,A,A,B,H,D,B,C,E,E,D,T,F,A,A,D,H,F,J,P,K,K,DW,A,AS,AJ,A,S,FR,0.113337,0.358319,0.162313,0.259793,0.543117,0.364737,0.318987,0.29758,0.17321,0.2123,0.415029,0.424625,0.709578,0.738648,5253.85
19351,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,J,A,A,A,E,E,H,F,B,BI,CO,A,AP,AS,C,K,DF,0.441242,0.488789,0.54977,0.383428,0.491114,0.327501,0.364911,0.48864,0.36285,0.36458,0.307628,0.301921,0.30435,0.359053,421.65
19353,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,G,A,A,D,E,E,J,J,K,BI,CL,C,N,BJ,A,O,DP,0.340859,0.737068,0.506105,0.267727,0.924177,0.36993,0.400333,0.47669,0.31945,0.36458,0.341813,0.335036,0.598688,0.600124,2229.87
19359,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,I,D,A,A,C,E,L,H,B,K,EB,E,AH,AE,A,L,CI,0.280167,0.199504,0.506105,0.354893,0.302678,0.181314,0.309417,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.232823,1888.7
19360,A,B,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,B,A,A,A,D,C,C,E,C,D,T,B,D,A,A,H,F,G,J,K,BI,CQ,C,AF,BM,A,O,IE,0.475784,0.555782,0.336963,0.309621,0.850206,0.668706,0.602919,0.49462,0.45391,0.64056,0.592525,0.590961,0.701266,0.215016,3315.42
19361,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,I,A,A,B,C,D,J,H,B,BI,CL,A,AV,AE,A,L,BV,0.254071,0.737068,0.65431,0.383428,0.422268,0.240069,0.360349,0.42345,0.27393,0.2123,0.144492,0.14372,0.290422,0.290803,2152.82
19362,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,C,C,E,A,C,T,F,A,A,A,I,D,F,H,G,BI,CS,I,AH,L,A,O,IH,0.848648,0.620805,0.120071,0.493605,0.281143,0.783612,0.420392,0.96024,0.86299,0.8351,0.434083,0.424625,0.810511,0.25217,2828.57
19366,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,F,A,A,A,I,G,F,D,D,BI,CL,A,AK,J,C,I,KW,0.720498,0.299102,0.336963,0.402922,0.281143,0.580214,0.851724,0.29758,0.56889,0.60401,0.727671,0.714544,0.30435,0.480225,1628.5
19373,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,I,A,A,A,E,E,I,K,K,BI,DK,C,N,AF,C,N,DJ,0.264089,0.785784,0.61366,0.189137,0.456483,0.402251,0.450959,0.30768,0.33611,0.45017,0.363172,0.355742,0.576071,0.603582,1544.5
19374,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,G,C,A,A,F,F,H,F,B,AX,CO,A,AS,AX,A,K,GC,0.478678,0.127059,0.397983,0.364302,0.465115,0.307375,0.490555,0.3128,0.38249,0.34424,0.415029,0.40609,0.276878,0.713208,1223.47
19381,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,D,C,B,A,B,A,A,A,A,A,D,B,A,E,E,A,E,I,G,A,A,D,E,I,G,H,BI,AX,A,J,H,A,I,CP,0.132697,0.078346,0.592681,0.300956,0.281143,0.233061,0.576898,0.44106,0.21093,0.20861,0.236847,0.233382,0.164288,0.38166,2578.01
19385,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,A,D,T,G,D,A,A,H,F,G,J,K,BI,CS,G,AI,L,A,R,IG,0.727451,0.422197,0.440642,0.753703,0.281143,0.778788,0.601973,0.9068,0.80668,0.61459,0.727671,0.714544,0.842905,0.346114,2831.16
19386,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,D,B,B,G,H,G,F,D,BI,CL,A,AS,AN,A,K,HK,0.503312,0.620805,0.711159,0.229617,0.281143,0.463958,0.692003,0.37194,0.44352,0.45017,0.718299,0.705111,0.315758,0.708422,3242.82
19387,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,D,C,E,A,C,T,O,A,A,A,G,E,F,I,G,BI,CO,A,AH,AE,C,N,HK,0.715803,0.555782,0.57136,0.327354,0.816533,0.718605,0.551909,0.38318,0.69854,0.76052,0.633212,0.620124,0.728429,0.256809,1380.19
19392,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,D,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,G,I,A,B,G,F,F,J,E,BI,BT,C,E,A,A,N,HK,0.468558,0.488789,0.592681,0.229617,0.473767,0.711657,0.755984,0.30768,0.38249,0.72667,0.654669,0.641454,0.684242,0.811045,4131.14
